author,category,comments,content,likes,misinformation_risk,sentiment,timestamp
David K.,general,1,I noticed the traffic patterns - any thoughts? Thanks in advance!,10,,neutral,2025-07-22 23:06:28
Rachel S.,noise-complaints,16,Can we please address the maintenance issues? This has been going on for too long. Can we please find a solution?,11,,negative,2025-07-17 13:59:28
William R.,neighborhood-watch,12,This the neighbor disputes is affecting our quality of life. This has been going on for too long.,4,,negative,2025-07-15 18:38:28
Sarah M.,recommendations,15,Our community is the best because of the holiday decorations! I hope we can continue this great work!,25,,positive,2025-07-20 21:09:28
Amanda F.,general,14,Thank you to everyone who helped with the local businesses!,24,,positive,2025-08-06 04:52:28
Christopher M.,local-news,2,I'm looking for information on the local events. Any information would be helpful.,11,,neutral,2025-07-18 03:43:28
Kevin B.,crime-safety,21,I'm disappointed with the maintenance issues. Can we please find a solution?,19,,negative,2025-08-05 22:13:28
Joseph C.,general,1,I'm tired of dealing with the property damage. I'm at my wit's end with this.,1,,negative,2025-07-18 21:45:28
Michael S.,events,4,Does anyone know about the local news? Any information would be helpful.,12,,neutral,2025-08-10 07:49:28
Alex P.,neighborhood-watch,13,I'm really frustrated with the late night disturbances.,4,,negative,2025-07-18 15:30:28
Michelle J.,crime-safety,25,Can we please address the street maintenance? Can we please find a solution?,16,,negative,2025-07-18 01:12:28
Sarah M.,local-news,1,Does anyone know about the city policies?,7,,neutral,2025-07-27 01:02:28
John D.,general,7,What a great community we have! the local events I hope we can continue this great work!,22,,positive,2025-07-13 18:41:28
John D.,neighborhood-watch,4,I'm really frustrated with the property damage. This has been going on for too long.,17,,negative,2025-07-20 16:44:28
Nicole R.,recommendations,14,Kudos to the new community garden - you're making our community better!,27,,positive,2025-07-31 14:11:28
Daniel P.,classifieds,4,What's the deal with the city policies? Any information would be helpful. Thanks in advance!,3,,neutral,2025-07-13 08:13:28
